filename	ref	meta	metareads	baseCovSum	coveredBases	totalBases	AvgCov
mappingResults/GEODES005-bin.6-vs-GEODES005.depth	GEODES005-bin.6	GEODES005	215116212	18328955	2592272	2594919	7.06340159365
mappingResults/GEODES005-bin.6-vs-GEODES006.depth	GEODES005-bin.6	GEODES006	246243078	4938871	2067757	2594919	1.90328522779
mappingResults/GEODES005-bin.75-vs-GEODES005.depth	GEODES005-bin.75	GEODES005	215116212	77332557	2560715	2561042	30.1957394685
mappingResults/GEODES005-bin.75-vs-GEODES006.depth	GEODES005-bin.75	GEODES006	246243078	76519243	2560547	2561042	29.8781679488
mappingResults/GEODES005-bin.83-vs-GEODES005.depth	GEODES005-bin.83	GEODES005	215116212	95030624	2834317	2834361	33.5280594109
mappingResults/GEODES005-bin.83-vs-GEODES006.depth	GEODES005-bin.83	GEODES006	246243078	84444610	2834299	2834361	29.7931738406
mappingResults/GEODES005-bin.84-vs-GEODES005.depth	GEODES005-bin.84	GEODES005	215116212	27579576	2916314	2919942	9.44524788506
mappingResults/GEODES005-bin.84-vs-GEODES006.depth	GEODES005-bin.84	GEODES006	246243078	15200771	2857744	2919942	5.20584689696
mappingResults/GEODES005-bin.89-vs-GEODES005.depth	GEODES005-bin.89	GEODES005	215116212	22772892	2598334	2599160	8.76163529756
mappingResults/GEODES005-bin.89-vs-GEODES006.depth	GEODES005-bin.89	GEODES006	246243078	17278469	2579349	2599160	6.64771272257
mappingResults/GEODES006-bin.100-vs-GEODES005.depth	GEODES006-bin.100	GEODES005	215116212	37975404	1399235	1399363	27.1376361959
mappingResults/GEODES006-bin.100-vs-GEODES006.depth	GEODES006-bin.100	GEODES006	246243078	30837469	1399282	1399363	22.036790311
mappingResults/GEODES006-bin.122-vs-GEODES005.depth	GEODES006-bin.122	GEODES005	215116212	130680362	2722003	2722170	48.0059518693
mappingResults/GEODES006-bin.122-vs-GEODES006.depth	GEODES006-bin.122	GEODES006	246243078	96969529	2722047	2722170	35.6221429962
mappingResults/GEODES006-bin.128-vs-GEODES005.depth	GEODES006-bin.128	GEODES005	215116212	73829566	2716615	2716649	27.1767040939
mappingResults/GEODES006-bin.128-vs-GEODES006.depth	GEODES006-bin.128	GEODES006	246243078	68376937	2716626	2716649	25.1695883421
mappingResults/GEODES006-bin.129-vs-GEODES005.depth	GEODES006-bin.129	GEODES005	215116212	119144478	4647171	4648433	25.6311057941
mappingResults/GEODES006-bin.129-vs-GEODES006.depth	GEODES006-bin.129	GEODES006	246243078	99750718	4647630	4648433	21.4589987637
mappingResults/GEODES006-bin.13-vs-GEODES005.depth	GEODES006-bin.13	GEODES005	215116212	16269152	2175043	2185211	7.44511719921
mappingResults/GEODES006-bin.13-vs-GEODES006.depth	GEODES006-bin.13	GEODES006	246243078	17764962	2184492	2185211	8.12963233299
mappingResults/GEODES006-bin.141-vs-GEODES005.depth	GEODES006-bin.141	GEODES005	215116212	587838520	4583934	4584201	128.231401721
mappingResults/GEODES006-bin.141-vs-GEODES006.depth	GEODES006-bin.141	GEODES006	246243078	191559172	4584030	4584201	41.7868178119
mappingResults/GEODES006-bin.148-vs-GEODES005.depth	GEODES006-bin.148	GEODES005	215116212	59728169	3686908	3687934	16.1955634239
mappingResults/GEODES006-bin.148-vs-GEODES006.depth	GEODES006-bin.148	GEODES006	246243078	48795927	3687620	3687934	13.2312365135
mappingResults/GEODES006-bin.152-vs-GEODES005.depth	GEODES006-bin.152	GEODES005	215116212	22990794	1937809	1943305	11.8307697454
mappingResults/GEODES006-bin.152-vs-GEODES006.depth	GEODES006-bin.152	GEODES006	246243078	24359545	1941815	1943305	12.5351115754
mappingResults/GEODES006-bin.153-vs-GEODES005.depth	GEODES006-bin.153	GEODES005	215116212	72954662	2991955	2993782	24.3687289188
mappingResults/GEODES006-bin.153-vs-GEODES006.depth	GEODES006-bin.153	GEODES006	246243078	41448986	2991492	2993782	13.845024788
mappingResults/GEODES006-bin.156-vs-GEODES005.depth	GEODES006-bin.156	GEODES005	215116212	201972099	3366478	3366657	59.9918848282
mappingResults/GEODES006-bin.156-vs-GEODES006.depth	GEODES006-bin.156	GEODES006	246243078	101539472	3366262	3366657	30.1603258069
mappingResults/GEODES006-bin.157-vs-GEODES005.depth	GEODES006-bin.157	GEODES005	215116212	54672082	2450088	2453948	22.2792341158
mappingResults/GEODES006-bin.157-vs-GEODES006.depth	GEODES006-bin.157	GEODES006	246243078	43412910	2452684	2453948	17.6910472431
mappingResults/GEODES006-bin.158-vs-GEODES005.depth	GEODES006-bin.158	GEODES005	215116212	28992438	2337564	2344119	12.3681596369
mappingResults/GEODES006-bin.158-vs-GEODES006.depth	GEODES006-bin.158	GEODES006	246243078	19652693	2341535	2344119	8.38382906329
mappingResults/GEODES006-bin.23-vs-GEODES005.depth	GEODES006-bin.23	GEODES005	215116212	136565503	4514248	4517057	30.2332919421
mappingResults/GEODES006-bin.23-vs-GEODES006.depth	GEODES006-bin.23	GEODES006	246243078	76405575	4514980	4517057	16.9149016716
mappingResults/GEODES006-bin.50-vs-GEODES005.depth	GEODES006-bin.50	GEODES005	215116212	28077628	3549358	3569615	7.86573005772
mappingResults/GEODES006-bin.50-vs-GEODES006.depth	GEODES006-bin.50	GEODES006	246243078	28020324	3565705	3569615	7.84967678587
mappingResults/GEODES006-bin.63-vs-GEODES005.depth	GEODES006-bin.63	GEODES005	215116212	56294968	3385795	3393872	16.5872395895
mappingResults/GEODES006-bin.63-vs-GEODES006.depth	GEODES006-bin.63	GEODES006	246243078	35619946	3388493	3393872	10.4953710688
mappingResults/GEODES006-bin.69-vs-GEODES005.depth	GEODES006-bin.69	GEODES005	215116212	44006140	3087378	3088621	14.2478277523
mappingResults/GEODES006-bin.69-vs-GEODES006.depth	GEODES006-bin.69	GEODES006	246243078	40385319	3087995	3088621	13.0755178444
mappingResults/GEODES006-bin.9-vs-GEODES005.depth	GEODES006-bin.9	GEODES005	215116212	27952863	1217434	1217699	22.9554783243
mappingResults/GEODES006-bin.9-vs-GEODES006.depth	GEODES006-bin.9	GEODES006	246243078	24262763	1217519	1217699	19.9250906833
