filename	ref	meta	metareads	baseCovSum	coveredBases	totalBases	AvgCov
mappingResults/GEODES057-bin.41-vs-GEODES057.depth	GEODES057-bin.41	GEODES057	112268666	156421047	4483897	4483965	34.8845379034
mappingResults/GEODES057-bin.41-vs-GEODES058.depth	GEODES057-bin.41	GEODES058	120987336	169129283	4483780	4483965	37.7186893742
mappingResults/GEODES057-bin.42-vs-GEODES057.depth	GEODES057-bin.42	GEODES057	112268666	23812777	2344420	2345476	10.1526415107
mappingResults/GEODES057-bin.42-vs-GEODES058.depth	GEODES057-bin.42	GEODES058	120987336	22189606	2339727	2345476	9.46059818988
mappingResults/GEODES057-bin.45-vs-GEODES057.depth	GEODES057-bin.45	GEODES057	112268666	52779050	2947714	2947796	17.9045802355
mappingResults/GEODES057-bin.45-vs-GEODES058.depth	GEODES057-bin.45	GEODES058	120987336	57824589	2947684	2947796	19.6162112304
mappingResults/GEODES057-bin.46-vs-GEODES057.depth	GEODES057-bin.46	GEODES057	112268666	116720094	2988423	2988498	39.0564403925
mappingResults/GEODES057-bin.46-vs-GEODES058.depth	GEODES057-bin.46	GEODES058	120987336	121360166	2988365	2988498	40.6090838943
mappingResults/GEODES057-bin.53-vs-GEODES057.depth	GEODES057-bin.53	GEODES057	112268666	22109141	1572772	1573606	14.0499851932
mappingResults/GEODES057-bin.53-vs-GEODES058.depth	GEODES057-bin.53	GEODES058	120987336	17390591	1571672	1573606	11.0514264689
mappingResults/GEODES057-bin.61-vs-GEODES057.depth	GEODES057-bin.61	GEODES057	112268666	16542387	1958463	1959195	8.44346121749
mappingResults/GEODES057-bin.61-vs-GEODES058.depth	GEODES057-bin.61	GEODES058	120987336	10669290	1940024	1959195	5.44575195425
mappingResults/GEODES057-bin.68-vs-GEODES057.depth	GEODES057-bin.68	GEODES057	112268666	15777136	1644210	1644657	9.59296436886
mappingResults/GEODES057-bin.68-vs-GEODES058.depth	GEODES057-bin.68	GEODES058	120987336	8330689	1621163	1644657	5.06530480216
mappingResults/GEODES057-bin.78-vs-GEODES057.depth	GEODES057-bin.78	GEODES057	112268666	24068614	3245534	3249630	7.40657059419
mappingResults/GEODES057-bin.78-vs-GEODES058.depth	GEODES057-bin.78	GEODES058	120987336	19810952	3213301	3249630	6.09637158692
mappingResults/GEODES057-bin.91-vs-GEODES057.depth	GEODES057-bin.91	GEODES057	112268666	29156699	1653458	1653989	17.6281093768
mappingResults/GEODES057-bin.91-vs-GEODES058.depth	GEODES057-bin.91	GEODES058	120987336	18325149	1651291	1653989	11.0793657032
mappingResults/GEODES057-bin.95-vs-GEODES057.depth	GEODES057-bin.95	GEODES057	112268666	56067188	3874878	3875242	14.468048189
mappingResults/GEODES057-bin.95-vs-GEODES058.depth	GEODES057-bin.95	GEODES058	120987336	52094746	3874316	3875242	13.4429658845
mappingResults/GEODES057-bin.96-vs-GEODES057.depth	GEODES057-bin.96	GEODES057	112268666	17907425	2285843	2288011	7.82663413769
mappingResults/GEODES057-bin.96-vs-GEODES058.depth	GEODES057-bin.96	GEODES058	120987336	16313751	2270662	2288011	7.13010164724
mappingResults/GEODES057-bin.9-vs-GEODES057.depth	GEODES057-bin.9	GEODES057	112268666	15202506	1436570	1437564	10.5751855222
mappingResults/GEODES057-bin.9-vs-GEODES058.depth	GEODES057-bin.9	GEODES058	120987336	10299227	1427935	1437564	7.16436068238
mappingResults/GEODES058-bin.128-vs-GEODES057.depth	GEODES058-bin.128	GEODES057	112268666	34081645	3130921	3134364	10.8735440427
mappingResults/GEODES058-bin.128-vs-GEODES058.depth	GEODES058-bin.128	GEODES058	120987336	33181483	3133502	3134364	10.5863527657
mappingResults/GEODES058-bin.12-vs-GEODES057.depth	GEODES058-bin.12	GEODES057	112268666	57141587	3065259	3066649	18.6332335393
mappingResults/GEODES058-bin.12-vs-GEODES058.depth	GEODES058-bin.12	GEODES058	120987336	55749156	3065988	3066649	18.1791773366
mappingResults/GEODES058-bin.130-vs-GEODES057.depth	GEODES058-bin.130	GEODES057	112268666	126147330	3816530	3816708	33.0513442475
mappingResults/GEODES058-bin.130-vs-GEODES058.depth	GEODES058-bin.130	GEODES058	120987336	119854432	3816649	3816708	31.4025678674
mappingResults/GEODES058-bin.133-vs-GEODES057.depth	GEODES058-bin.133	GEODES057	112268666	63472649	2107611	2107908	30.1116789727
mappingResults/GEODES058-bin.133-vs-GEODES058.depth	GEODES058-bin.133	GEODES058	120987336	55608367	2107745	2107908	26.3808320857
mappingResults/GEODES058-bin.135-vs-GEODES057.depth	GEODES058-bin.135	GEODES057	112268666	30209502	2229483	2233654	13.5247007818
mappingResults/GEODES058-bin.135-vs-GEODES058.depth	GEODES058-bin.135	GEODES058	120987336	20515891	2230858	2233654	9.18490106346
mappingResults/GEODES058-bin.137-vs-GEODES057.depth	GEODES058-bin.137	GEODES057	112268666	26151830	1817376	1820931	14.3617907543
mappingResults/GEODES058-bin.137-vs-GEODES058.depth	GEODES058-bin.137	GEODES058	120987336	26612924	1819328	1820931	14.6150095748
mappingResults/GEODES058-bin.144-vs-GEODES057.depth	GEODES058-bin.144	GEODES057	112268666	14022343	1635540	1640790	8.54609243109
mappingResults/GEODES058-bin.144-vs-GEODES058.depth	GEODES058-bin.144	GEODES058	120987336	14651837	1639458	1640790	8.92974542751
mappingResults/GEODES058-bin.1-vs-GEODES057.depth	GEODES058-bin.1	GEODES057	112268666	37850843	2206867	2209404	17.1316984128
mappingResults/GEODES058-bin.1-vs-GEODES058.depth	GEODES058-bin.1	GEODES058	120987336	37363620	2207979	2209404	16.9111760457
mappingResults/GEODES058-bin.38-vs-GEODES057.depth	GEODES058-bin.38	GEODES057	112268666	66221649	1553190	1553238	42.6345795042
mappingResults/GEODES058-bin.38-vs-GEODES058.depth	GEODES058-bin.38	GEODES058	120987336	65652128	1553223	1553238	42.26791258
mappingResults/GEODES058-bin.47-vs-GEODES057.depth	GEODES058-bin.47	GEODES057	112268666	12950068	1551467	1560535	8.29847968806
mappingResults/GEODES058-bin.47-vs-GEODES058.depth	GEODES058-bin.47	GEODES058	120987336	12863464	1559374	1560535	8.24298333584
mappingResults/GEODES058-bin.49-vs-GEODES057.depth	GEODES058-bin.49	GEODES057	112268666	71070161	2561657	2562095	27.7390811036
mappingResults/GEODES058-bin.49-vs-GEODES058.depth	GEODES058-bin.49	GEODES058	120987336	66366325	2561843	2562095	25.9031476194
mappingResults/GEODES058-bin.56-vs-GEODES057.depth	GEODES058-bin.56	GEODES057	112268666	14659837	1860122	1865022	7.86040968954
mappingResults/GEODES058-bin.56-vs-GEODES058.depth	GEODES058-bin.56	GEODES058	120987336	19659723	1864242	1865022	10.5412820868
mappingResults/GEODES058-bin.65-vs-GEODES057.depth	GEODES058-bin.65	GEODES057	112268666	63240921	5700288	5704575	11.086000447
mappingResults/GEODES058-bin.65-vs-GEODES058.depth	GEODES058-bin.65	GEODES058	120987336	63555377	5703002	5704575	11.1411239225
mappingResults/GEODES058-bin.68-vs-GEODES057.depth	GEODES058-bin.68	GEODES057	112268666	24175122	3203402	3213446	7.52311443852
mappingResults/GEODES058-bin.68-vs-GEODES058.depth	GEODES058-bin.68	GEODES058	120987336	26895639	3212580	3213446	8.36971867584
mappingResults/GEODES058-bin.69-vs-GEODES057.depth	GEODES058-bin.69	GEODES057	112268666	77659193	4500326	4502964	17.2462389217
mappingResults/GEODES058-bin.69-vs-GEODES058.depth	GEODES058-bin.69	GEODES058	120987336	52591017	4500821	4502964	11.679199967
mappingResults/GEODES058-bin.70-vs-GEODES057.depth	GEODES058-bin.70	GEODES057	112268666	37057523	2325002	2326746	15.9267590876
mappingResults/GEODES058-bin.70-vs-GEODES058.depth	GEODES058-bin.70	GEODES058	120987336	29873174	2326111	2326746	12.8390352879
mappingResults/GEODES058-bin.82-vs-GEODES057.depth	GEODES058-bin.82	GEODES057	112268666	84655210	4982610	4987058	16.9749800383
mappingResults/GEODES058-bin.82-vs-GEODES058.depth	GEODES058-bin.82	GEODES058	120987336	173772248	4986730	4987058	34.84464147
mappingResults/GEODES058-bin.86-vs-GEODES057.depth	GEODES058-bin.86	GEODES057	112268666	19562635	2742163	2754370	7.10239909671
mappingResults/GEODES058-bin.86-vs-GEODES058.depth	GEODES058-bin.86	GEODES058	120987336	20318440	2753749	2754370	7.37680122859
mappingResults/GEODES058-bin.87-vs-GEODES057.depth	GEODES058-bin.87	GEODES057	112268666	47530404	3697050	3697440	12.8549493704
mappingResults/GEODES058-bin.87-vs-GEODES058.depth	GEODES058-bin.87	GEODES058	120987336	48507251	3697293	3697440	13.1191448678
mappingResults/GEODES058-bin.96-vs-GEODES057.depth	GEODES058-bin.96	GEODES057	112268666	70258573	2712869	2713563	25.8916314086
mappingResults/GEODES058-bin.96-vs-GEODES058.depth	GEODES058-bin.96	GEODES058	120987336	74417332	2713193	2713563	27.4242138473
