bin	classf	size	completeness	redundancy
KMBP001C-bin.145	'c__Betaproteobacteria'	2257689	63.793767719750434	0.2141815530441123
KMBP001C-bin.147	'p__Bacteroidetes'	1792732	63.85878489326765	1.3957307060755335
KMBP001C-bin.152	'k__Archaea'	931712	70.51282051282053	1.8691588785046729
KMBP001C-bin.156	'k__Bacteria'	3159868	75.93582887700535	3.0681818181818183
KMBP001C-bin.157	'c__Betaproteobacteria'	2951371	75.7701566469339	5.159121614376702
KMBP001C-bin.158	'k__Bacteria'	2897639	51.98661897191309	1.724960254372019
KMBP001C-bin.162	'k__Archaea'	878207	68.53582554517133	1.3659237958303379
KMBP001C-bin.174	'k__Bacteria'	3976104	81.11672278338945	0.10288065843621398
KMBP001C-bin.180	'k__Bacteria'	3601615	82.13166144200628	4.075235109717869
KMBP001C-bin.186	'k__Bacteria'	6151719	50.90909090909091	1.8181818181818181
KMBP001C-bin.187	'p__Cyanobacteria'	3485845	81.10898835516741	0.9461426491994177
KMBP001C-bin.195	'k__Bacteria'	8341741	94.5945945945946	6.54524089306698
KMBP001C-bin.196	'k__Bacteria'	2929856	57.060931899641574	2.4193548387096775
KMBP001C-bin.204	'c__Deltaproteobacteria'	2067336	56.75985663082437	1.6129032258064515
KMBP001C-bin.206	'k__Bacteria'	835954	74.45141065830721	0
KMBP001C-bin.207	'k__Bacteria'	943328	60.3448275862069	0
KMBP001C-bin.209	'k__Bacteria'	3893126	57.46621621621622	1.3513513513513513
KMBP001C-bin.210	'k__Bacteria'	575113	59.48275862068966	3.4482758620689653
KMBP001C-bin.211	'o__Rhizobiales'	1957424	77.31966082440766	1.894677052904901
KMBP001C-bin.217	'k__Bacteria'	3640110	87.83783783783784	1.3807285546415982
KMBP001C-bin.218	'k__Bacteria'	672132	67.06022552023875	1.1235955056179776
KMBP001C-bin.221	'k__Bacteria'	4488550	75.57347670250896	1.6129032258064515
KMBP001C-bin.225	'c__Deltaproteobacteria'	5611145	84.07066052227341	4.078341013824884
KMBP001C-bin.226	'k__Bacteria'	4816064	93.24324324324324	1.718566392479436
KMBP001C-bin.22	'k__Bacteria'	2482581	74.80127186009538	4.563258911084998
KMBP001C-bin.234	'k__Archaea'	710000	51.53965971722981	2.803738317757009
KMBP001C-bin.242	'k__Bacteria'	1279600	66.33663366336634	0
KMBP001C-bin.26	'k__Bacteria'	4350027	95.37037037037037	3.7037037037037037
KMBP001C-bin.29	'f__Rhodocyclaceae'	3059259	85.47997760653362	1.1195909899229401
KMBP001C-bin.31	'k__Bacteria'	971327	60.874785591766724	1.8867924528301887
KMBP001C-bin.3	'k__Bacteria'	2329224	76.25529941706412	2.7320799059929497
KMBP001C-bin.46	'o__Actinomycetales'	1100137	65.54385964912281	2.6315789473684212
KMBP001C-bin.48	'k__Bacteria'	3527318	75.37559618441972	2.0000979240109675
KMBP001C-bin.56	'p__Cyanobacteria'	4121203	62.042849344978166	0.982532751091703
KMBP001C-bin.58	'o__Actinomycetales'	3777825	96.44654088050315	1.420403495875194
KMBP001C-bin.59	'f__Rhodocyclaceae'	4281766	94.82315747875913	6.59973325429757
KMBP001C-bin.60	'k__Bacteria'	3139873	76.18279569892472	1.8996415770609318
KMBP001C-bin.62	'p__Bacteroidetes'	1657001	62.6984126984127	1.9312169312169312
KMBP001C-bin.66	'k__Bacteria'	3948524	73.68227731864096	5.919191919191919
KMBP001C-bin.67	'c__Deltaproteobacteria'	5363737	81.7204301075269	0.967741935483871
KMBP001C-bin.68	'k__Bacteria'	869782	69.3069306930693	0
KMBP001C-bin.69	'k__Bacteria'	1016283	83.14606741573034	1.1235955056179776
KMBP001C-bin.71	'k__Bacteria'	843628	71.35632598289571	0.5617977528089888
KMBP001C-bin.73	'p__Actinobacteria'	2175057	75.24206349206351	4.791666666666667
KMBP001C-bin.82	'c__Betaproteobacteria'	3580388	90.30805687203791	2.476867524260889
KMBP001C-bin.86	'c__Deltaproteobacteria'	2130170	50.04251700680272	0
KMBP001C-bin.87	'k__Bacteria'	2830257	92.73648648648648	2.027027027027027
KMBP001C-bin.88	'o__Burkholderiales'	3896120	92.26717494671256	0.8469626168224299
KMBP001C-bin.90	'k__Bacteria'	3021631	87.85373608903022	5.103569042187968
KMBP001C-bin.93	'k__Bacteria'	4265612	63.62972627358817	4.054054054054054
KMBP001C-bin.97	'p__Cyanobacteria'	4779949	88.44339622641509	4.3533805031446535
KMBP001C-bin.98	'k__Bacteria'	1019658	72.27722772277228	0.9900990099009901
KMBP001D-bin.105	'k__Bacteria'	1242581	61.131498470948	0
KMBP001D-bin.109	'k__Bacteria'	2412767	56.51871500656667	2.759009009009009
KMBP001D-bin.116	'k__Bacteria'	1042270	53.93939393939394	1.0606060606060606
KMBP001D-bin.117	'k__Bacteria'	3364149	93.67816091954023	0
KMBP001D-bin.118	'k__Bacteria'	1475653	76.04133545310016	4.72972972972973
KMBP001D-bin.119	'k__Bacteria'	5628334	93.75	3.7162162162162162
KMBP001D-bin.11	'c__Betaproteobacteria'	1136660	61.17216117216117	1.2820512820512822
KMBP001D-bin.120	'k__Bacteria'	782634	72.09063205155047	0.2808988764044944
KMBP001D-bin.124	'k__Bacteria'	2036161	73.61453263634361	8.15457950289411
KMBP001D-bin.128	'k__Bacteria'	4834469	76.85185185185185	2.962962962962963
KMBP001D-bin.12	'k__Bacteria'	1263809	80.27098479841375	1.1235955056179776
KMBP001D-bin.137	'k__Bacteria'	4794365	68.9090909090909	4.7727272727272725
KMBP001D-bin.145	'k__Bacteria'	1519592	61.08946222437271	1.3513513513513513
KMBP001D-bin.146	'k__Bacteria'	3027279	84.91970231100666	4.391891891891892
KMBP001D-bin.149	'p__Bacteroidetes'	4209629	80.53968253968253	3.074074074074074
KMBP001D-bin.14	'k__Bacteria'	2133887	93.54838709677419	2.8836754643206257
KMBP001D-bin.153	'k__Bacteria'	3686383	76.27240143369177	1.7025089605734764
KMBP001D-bin.157	'k__Bacteria'	4342037	75.55211861477846	2.815315315315315
KMBP001D-bin.159	'k__Bacteria'	3246310	65.64869426031282	2.0399464133479475
KMBP001D-bin.160	'c__Gammaproteobacteria'	1701806	85.18410852713177	2.5096899224806197
KMBP001D-bin.165	'k__Bacteria'	777674	52.99145299145299	0.7122507122507122
KMBP001D-bin.166	'k__Bacteria'	711065	67.38173817381738	0
KMBP001D-bin.167	'k__Bacteria'	979315	66.69272105520274	0
KMBP001D-bin.168	'k__Bacteria'	4500043	71.71700291686922	3.409090909090909
KMBP001D-bin.169	'k__Archaea'	514571	55.14018691588785	0
KMBP001D-bin.176	'k__Bacteria'	2741296	82.97694753577107	1.7289348171701113
KMBP001D-bin.177	'k__Bacteria'	2424212	58.62068965517241	3.4482758620689653
KMBP001D-bin.181	'k__Bacteria'	1369445	62.71745230078563	0
KMBP001D-bin.22	'c__Betaproteobacteria'	766433	67.86113305721149	0.8232780291603822
KMBP001D-bin.23	'o__Actinomycetales'	2022407	53.61911568515342	1.7295597484276728
KMBP001D-bin.32	'k__Bacteria'	3207897	96.62162162162163	0.6756756756756757
KMBP001D-bin.42	'k__Bacteria'	6173071	83.42607313195548	2.599882491186839
KMBP001D-bin.47	'p__Bacteroidetes'	1745577	67.22495894909687	0.49261083743842365
KMBP001D-bin.51	'k__Bacteria'	5834850	58.908822571061656	1.6129032258064515
KMBP001D-bin.57	'c__Deltaproteobacteria'	6255091	89.78494623655915	1.8509984639016899
KMBP001D-bin.58	'k__Bacteria'	9162642	95.88719153936546	4.391891891891892
KMBP001D-bin.63	'k__Bacteria'	5043858	93.13063063063062	1.718566392479436
KMBP001D-bin.66	'o__Rickettsiales'	1200429	56.61872855041673	2.1490439614316066
KMBP001D-bin.6	'k__Bacteria'	1337271	56.06120826709061	4.847238542890717
KMBP001D-bin.70	'k__Bacteria'	1573194	63.1578947368421	1.7543859649122806
KMBP001D-bin.71	'c__Deltaproteobacteria'	6351088	85.16180235535073	5.547875064004097
KMBP001D-bin.72	'k__Bacteria'	1012971	83.14606741573034	0
KMBP001D-bin.73	'k__Bacteria'	3301549	54.42896709025741	2.240143369175627
KMBP001D-bin.76	'k__Bacteria'	4895511	97.07207207207207	4.391891891891892
KMBP001D-bin.80	'o__Actinomycetales'	1064075	68.70927318295739	7.982456140350877
KMBP001D-bin.81	'k__Bacteria'	4311244	97.1110701333825	2.2988505747126435
KMBP001D-bin.83	'k__Archaea'	789248	63.32374790318715	0.9345794392523364
KMBP001D-bin.90	'k__Bacteria'	3450891	74.73118279569893	2.1277289019224503
KMBP001D-bin.95	'k__Bacteria'	3088631	92.56756756756756	1.3807285546415982
KMBP001D-bin.99	'p__Bacteroidetes'	1752757	69.41160372194855	2.0032840722495893
KMBP001E-bin.106	'k__Bacteria'	1002911	60.3448275862069	5.172413793103448
KMBP001E-bin.108	'k__Archaea'	922339	68.38006230529595	2.1806853582554515
KMBP001E-bin.115	'c__Deltaproteobacteria'	3443800	78.2795698924731	1.0727086533538146
KMBP001E-bin.118	'k__Bacteria'	1946766	73.64864864864865	0.7050528789659224
KMBP001E-bin.119	'k__Bacteria'	2845411	59.996741609644836	3.4946236559139785
KMBP001E-bin.123	'k__Bacteria'	917089	65.6896551724138	8.620689655172415
KMBP001E-bin.129	'c__Gammaproteobacteria'	2526608	83.74782242383772	2.277970011534025
KMBP001E-bin.131	'k__Bacteria'	4254134	95.94594594594595	0.7050528789659224
KMBP001E-bin.134	'k__Bacteria'	5416675	50.86206896551724	1.7241379310344827
KMBP001E-bin.138	'k__Bacteria'	2351235	93.54838709677419	2.6881720430107525
KMBP001E-bin.140	'c__Gammaproteobacteria'	3997707	97.520184544406	0.8650519031141869
KMBP001E-bin.142	'k__Bacteria'	4882087	59.3676124974079	1.6891891891891893
KMBP001E-bin.146	'k__Bacteria'	2777243	65.86921850079744	8.771929824561404
KMBP001E-bin.152	'o__Actinomycetales'	3409694	88.16829004329004	0.5757575757575757
KMBP001E-bin.153	'k__Bacteria'	4613803	55.7373390014055	7.4324324324324325
KMBP001E-bin.155	'k__Bacteria'	5260278	97.29729729729729	3.941441441441441
KMBP001E-bin.156	'k__Bacteria'	2901384	50.38311329232045	2.9279279279279278
KMBP001E-bin.158	'f__Rhodocyclaceae'	4111025	87.89764868603044	5.463347164591977
KMBP001E-bin.164	'k__Bacteria'	3836679	90.62334393216747	4.314618326766665
KMBP001E-bin.173	'k__Bacteria'	4407734	81.39944903581268	4.757575757575758
KMBP001E-bin.175	'k__Bacteria'	1558882	78.58559153998678	1.291834404854894
KMBP001E-bin.179	'k__Bacteria'	910912	67.95679567956796	1.32013201320132
KMBP001E-bin.185	'k__Bacteria'	2139752	66.9857261353425	1.0135135135135136
KMBP001E-bin.189	'c__Betaproteobacteria'	1124686	54.516387751681876	2.1367521367521367
KMBP001E-bin.18	'o__Rickettsiales'	1140941	56.85569537506129	2.622977610720706
KMBP001E-bin.190	'k__Bacteria'	1798353	68.68112947658402	8.207340787554692
KMBP001E-bin.198	'k__Bacteria'	4581205	90.6938653960691	2.3972602739726026
KMBP001E-bin.201	'k__Bacteria'	6850725	92.31492361927144	5.454943434483075
KMBP001E-bin.202	'k__Bacteria'	6381190	85.13772724130781	3.5713750835234213
KMBP001E-bin.204	'k__Bacteria'	2527682	56.12903225806452	3.225806451612903
KMBP001E-bin.205	'k__Bacteria'	2768466	74.19359576968273	3.0405405405405403
KMBP001E-bin.207	'k__Bacteria'	4634764	83.84043272481406	1.2539184952978055
KMBP001E-bin.219	'k__Bacteria'	3295553	94.13793103448278	0
KMBP001E-bin.223	'k__Bacteria'	1401621	76.01152623211446	3.0699177438307874
KMBP001E-bin.225	'k__Bacteria'	4921405	91.89189189189189	1.718566392479436
KMBP001E-bin.228	'k__Bacteria'	4537093	82.50780532598715	5.5950413223140485
KMBP001E-bin.22	'k__Bacteria'	4344702	79.53863898500578	2.3529411764705883
KMBP001E-bin.232	'k__Archaea'	806996	71.6870357057273	0.4672897196261682
KMBP001E-bin.233	'c__Deltaproteobacteria'	5595427	96.7741935483871	4.738863287250384
KMBP001E-bin.235	'p__Cyanobacteria'	4654642	82.59876179245283	2.94811320754717
KMBP001E-bin.236	'k__Bacteria'	4200112	84.41358024691357	2.962962962962963
KMBP001E-bin.237	'k__Bacteria'	593571	74.97387669801462	0
KMBP001E-bin.251	'k__Bacteria'	1092886	67.75768415474299	2.394242068155112
KMBP001E-bin.252	'o__Rickettsiales'	1276646	57.99422563599717	3.9494470774091623
KMBP001E-bin.253	'k__Bacteria'	1009288	83.14606741573034	0
KMBP001E-bin.255	'k__Bacteria'	753748	61.55745489078823	0.8547008547008547
KMBP001E-bin.261	'c__Deltaproteobacteria'	4032667	62.21915002560164	0.5734767025089605
KMBP001E-bin.262	'p__Proteobacteria'	1217685	74.39024390243902	1.524390243902439
KMBP001E-bin.265	'k__Bacteria'	836066	51.03448275862069	3.4482758620689653
KMBP001E-bin.266	'o__Actinomycetales'	754671	53.9749373433584	4.360902255639097
KMBP001E-bin.273	'k__Bacteria'	950090	53.682868286828686	1.9801980198019802
KMBP001E-bin.282	'k__Bacteria'	1005239	73.87640449438203	1.1235955056179776
KMBP001E-bin.284	'k__Bacteria'	3464355	95.94594594594595	1.3807285546415982
KMBP001E-bin.285	'k__Bacteria'	3258579	93.91891891891892	2.027027027027027
KMBP001E-bin.290	'o__Clostridiales'	3316561	90.66193853427895	3.767730496453901
KMBP001E-bin.293	'o__Burkholderiales'	2004241	84.2946150422786	1.5043449745859976
KMBP001E-bin.294	'k__Bacteria'	2491358	81.88172043010753	2.1049201694362982
KMBP001E-bin.297	'k__Archaea'	750965	69.62616822429906	6.074766355140187
KMBP001E-bin.302	'k__Bacteria'	5367747	76.02278749337573	4.083431257344301
KMBP001E-bin.303	'k__Bacteria'	2033602	55.95147577244764	2.027027027027027
KMBP001E-bin.306	'p__Bacteroidetes'	2381447	87.50410509031198	2.315270935960591
KMBP001E-bin.308	'c__Gammaproteobacteria'	1715700	63.17221109289949	2.1202877435804046
KMBP001E-bin.309	'p__Bacteroidetes'	1777365	67.08264915161466	2.372742200328407
KMBP001E-bin.313	'c__Gammaproteobacteria'	1514195	64.45036322062366	0.6535947712418301
KMBP001E-bin.316	'p__Bacteroidetes'	2195485	51.476190476190474	2.566137566137566
KMBP001E-bin.31	'k__Bacteria'	1770044	88.21138211382114	3.048780487804878
KMBP001E-bin.36	'k__Bacteria'	3207165	75.86206896551724	4.310344827586207
KMBP001E-bin.37	'c__Betaproteobacteria'	3367414	93.04897314375987	1.4451385896883528
KMBP001E-bin.39	'c__Betaproteobacteria'	1689929	88.61419308723231	0.9615384615384616
KMBP001E-bin.3	'k__Bacteria'	4574429	94.56521739130434	4.01056427271261
KMBP001E-bin.41	'k__Bacteria'	701259	68.31683168316832	0
KMBP001E-bin.46	'p__Bacteroidetes'	1327816	62.44116037219486	2.052545155993432
KMBP001E-bin.49	'k__Bacteria'	1995393	51.724137931034484	2.586206896551724
KMBP001E-bin.4	'o__Burkholderiales'	3655010	90.95933466844681	2.094298245614035
KMBP001E-bin.59	'p__Cyanobacteria'	2522388	63.17934782608695	0.1358695652173913
KMBP001E-bin.5	'k__Bacteria'	4012853	93.03583502366463	0.5747126436781609
KMBP001E-bin.65	'o__Actinomycetales'	724398	56.82957393483709	0.9962406015037594
KMBP001E-bin.67	'k__Bacteria'	2532620	59.742587161942	1.7855979146301728
KMBP001E-bin.6	'k__Bacteria'	2717568	86.16137877007442	2.7320799059929497
KMBP001E-bin.73	'k__Bacteria'	1032826	72.27722772277228	1.9801980198019802
KMBP001E-bin.7	'k__Bacteria'	5462680	91.11952861952861	4.62962962962963
KMBP001E-bin.81	'k__Bacteria'	1085231	63.949843260188096	6.0344827586206895
KMBP001E-bin.82	'k__Bacteria'	745930	65.50398957824459	1.1235955056179776
KMBP001E-bin.83	'k__Bacteria'	2942228	63.83720930232558	4.069767441860465
KMBP001E-bin.84	'k__Bacteria'	1347053	60.3448275862069	1.7241379310344827
KMBP001E-bin.87	'k__Bacteria'	4518691	82.13991769547326	8.024691358024691
KMBP001E-bin.92	'k__Bacteria'	702613	59.53381254797962	5.153883732291158
KMBP001E-bin.97	'k__Bacteria'	2345728	56.36363636363636	0
KMBP001E-bin.98	'k__Bacteria'	2788185	95.60810810810811	3.7162162162162162
KMBP001E-bin.9	'k__Archaea'	766332	55.45171339563863	0.8986340762041697
