Bin,Classification,Completeness,Contamination,size_bp,n_contigs,percent_gc
3300006115-bin.38,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,75.59,0.43,1002050,181,62.3
3300006071-bin.44,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,86.59,1.16,1147099,171,63.1
3300006116-bin.7,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,76.69,2.14,1099863,192,63.1
3300006122-bin.6,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,89.42,2.56,1118130,164,62.3
3300006119-bin.2,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,92.21,1.57,1239814,157,62.3
3300004770-bin.28,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,79.49,1.71,1504429,170,63.2
3300004806-bin.49,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,77.8,0,999118,195,63.2
3300006127-bin.38,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,80.88,1.85,1005155,176,63.1
3300006104-bin.89,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,81.46,0.85,1129566,162,62.3
3300004777-bin.32,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,76.67,1.5,984917,178,62.3
3300006109-bin.13,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,85.65,0.43,1101410,170,62.3
3300006105-bin.26,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,86.87,2.85,1177555,182,62.4
3300006108-bin.9,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,84.62,3.7,1139566,180,63.2
3300006103-bin.37,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,83.74,2.14,1147893,159,62.4
3300006121-bin.9,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,81.01,4.16,1189420,175,63.1
3300006114-bin.31,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,90.5,1.28,1237312,167,63
3300004807-bin.35,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,82.69,2.56,1056755,188,62.4
3300006115-bin.24,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,76.19,2.14,1135216,170,63.2
3300003827-bin.6,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,94.53,7.01,1275944,121,63.2
3300006129-bin.21,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,75.09,1.28,1098164,179,63.2
3300003814-bin.4,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,94.87,1.47,1312782,159,63.1
3300006072-bin.14,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,88.66,4.13,1149765,168,63.2
3300006071-bin.41,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,85.96,1.28,1176859,175,62.3
3300006114-bin.41,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,82.71,3.09,1134730,179,62.3
3300006125-bin.9,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,83.97,1.28,1214935,156,62.3
3300006129-bin.25,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,83.96,0.85,1215979,166,62.3
3300006129-bin.23,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,78.26,1.71,1166018,159,61.2
3300006100-bin.32,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,80.38,2.14,1137964,160,63.1
3300006123-bin.14,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,80.6,1.38,1154946,180,62.9
3300006101-bin.19,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,85.22,1.28,1158932,187,63.1
3300003813-bin.9,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,76.85,5.98,1031746,193,50.6
3300003796-bin.7,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,75.64,4.04,1030613,191,50.6
3300003787-bin.4,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,75.83,2.99,1035729,202,50.6
3300003789-bin.7,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,78.49,8.4,1123624,166,50.5
3300006115-bin.25,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,75.64,0.74,1083983,191,54.6
3300006116-bin.17,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,77.25,1.71,1099425,197,54.5
3300006114-bin.5,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,78.02,0.43,1129671,191,54.5
3300004807-bin.41,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__;s__,77.97,2.14,1470264,209,64.2
3300006129-bin.8,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__;s__,91.45,1.28,1813477,243,64.1
3300004806-bin.108,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas;s__,91.38,0,4002713,530,50.5
3300004806-bin.59,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA11359;g__C7867-002;s__,83.75,0,807836,19,39
3300006072-bin.5,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA11359;g__C7867-002;s__,81.17,0.63,659709,57,40
3300003796-bin.8,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA11359;g__C7867-002;s__,85.48,0,685750,58,40.1
3300006104-bin.36,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA11359;g__C7867-002;s__,85.48,0,700245,7,40
3300006104-bin.35,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA11359;g__C7867-002;s__,82.03,0,865069,20,40.6
3300004806-bin.65,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__;s__,83.05,0,845065,17,39.1
3300006126-bin.26,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__;s__,83.05,0,827893,39,38.9
3300006113-bin.23,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__;s__,76.15,1.88,807897,73,38.9
3300004806-bin.74,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,75.39,2.07,606346,76,36.7
3300006100-bin.28,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,84.33,0,629742,62,34.9
3300006114-bin.32,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,76.3,0,594157,37,34.9
3300006120-bin.32,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,86.28,0.16,650164,42,34.9
3300006072-bin.20,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,79.34,0.16,606171,46,34.9
3300006123-bin.13,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,88.92,0,658679,19,34.9
3300006125-bin.16,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,89.34,0,655692,20,34.9
3300006108-bin.11,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,87.43,0,660268,18,34.9
3300006116-bin.21,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,81.45,0.34,655225,42,34.9
3300003808-bin.2,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,80.88,0,556499,88,35.1
3300006104-bin.37,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,87.1,0.86,647337,21,34.9
3300006115-bin.21,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,77.16,0,603299,31,34.9
3300004807-bin.55,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,75.31,0,598285,71,35
3300006125-bin.17,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__2-12-FULL-41-12;g__;s__,75.68,0,616883,89,39.5
3300006105-bin.38,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__,78.29,2.07,601136,77,39.4
3300006122-bin.7,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__,84.33,0,674497,45,39.5
3300004807-bin.33,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__,84.33,1.72,668896,77,39.4
3300006101-bin.33,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__,81.74,0.16,639005,49,39.6
3300006118-bin.16,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__,85.19,0,706216,44,39.4
3300006106-bin.25,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__,85.19,0.16,691238,35,39.3
3300004777-bin.11,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__,80.02,0.57,696522,57,39.4
3300003819-bin.7,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__,76.57,2.57,532944,85,39.5
3300004770-bin.3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,82.94,3.42,1909487,259,55.5
3300003827-bin.7,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,82.26,2.63,2046632,259,55.2
3300004770-bin.32,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,88.47,1.59,1689610,253,54.3
3300006103-bin.14,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,85.03,1.42,1656105,253,54.5
3300006128-bin.15,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,99.66,0.68,2591648,91,54.8
3300006129-bin.4,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,100,1.35,2627453,33,54.7
3300006107-bin.15,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,99.77,2.07,2616191,97,54.8
3300004806-bin.68,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,76.49,1.69,1614662,219,55.8
3300003809-bin.3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,98.99,7.3,2328597,53,55.3
3300003813-bin.5,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,98.99,2.74,2297090,55,55.4
3300003819-bin.6,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,98.31,1.39,2223551,78,55.4
3300006110-bin.15,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,98.99,1.35,2200990,54,55.4
3300004770-bin.26,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,98.31,1.35,2145117,60,55.4
3300006117-bin.19,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,99.66,1.35,2239691,39,55.4
3300004095-bin.6,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,94.97,2.1,2011814,169,55.5
3300006106-bin.7,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,92.91,1.18,1786885,235,54.4
3300004806-bin.109,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,97.97,1.35,3095154,201,52.5
3300004777-bin.33,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,89.87,2.03,1634502,211,61.8
3300004777-bin.10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,79.92,3.1,2045131,289,59.6
3300004807-bin.12,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,95.53,1.39,1791580,139,61.9
3300004777-bin.23,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,75.68,1.49,1813690,321,61.7
3300006126-bin.14,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,80.96,7.09,2627039,417,54.4
3300006104-bin.59,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,76.27,4.86,3851576,745,56.6
3300006111-bin.25,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,84.19,2.14,2845294,425,56.4
3300006113-bin.7,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,85.91,5.2,2897176,384,56.5
3300004806-bin.91,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,96.24,4.05,3189344,104,56.5
3300006126-bin.11,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,94.55,5.54,3051932,326,56.6
3300006072-bin.9,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,95.45,4.39,3514438,294,56.9
3300004806-bin.82,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,97.77,2.7,3595760,78,57
3300006120-bin.31,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,98.65,3.38,3737765,82,56.9
3300006126-bin.18,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,98.65,2.7,3695855,64,57
3300006113-bin.8,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,97.97,2.7,3693077,73,57
3300006111-bin.13,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,98.65,2.7,3710089,73,56.9
3300006109-bin.5,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,97.97,3.51,3681724,113,56.9
3300006104-bin.24,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__,89.05,4.58,4218427,519,59.3
3300004770-bin.42,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,76.76,1.35,2101276,279,41.7
3300006106-bin.14,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,87.12,2.14,2198367,248,41.7
3300006111-bin.15,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,86.11,1.01,2228240,225,41.7
3300006118-bin.18,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,83.41,3.41,2137225,268,41.8
3300004807-bin.20,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,81.15,1.35,2069881,245,41.7
3300006123-bin.17,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,88.92,1.22,2221044,235,41.8
3300006112-bin.10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,75.41,1.9,1977657,266,41.7
3300006071-bin.25,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,81.15,2.24,1928463,253,41.8
3300006116-bin.23,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,81.72,0.34,2129889,239,41.7
3300006072-bin.3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,78.59,1.01,1863825,283,41.7
3300006100-bin.2,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,84.42,2.03,2205896,236,41.8
3300006117-bin.22,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,85.1,1.15,2113125,268,41.7
3300006125-bin.4,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,81,2.36,2139618,243,41.7
3300004806-bin.107,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,76.65,0.34,2064469,252,41.9
3300006121-bin.12,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,81.72,0.68,2113792,248,41.8
3300006127-bin.18,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,83.52,0.72,2128264,260,41.7
3300006101-bin.11,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,82.22,1.69,2131192,261,41.7
3300006108-bin.24,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,86.73,2.2,2179022,239,41.7
3300006103-bin.17,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,82.62,0.56,2086332,258,41.7
3300006110-bin.13,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Tous-C4FEB;s__,77.16,0.72,1903769,277,41.7
3300006125-bin.5,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8137;s__,96.99,0.74,2267385,117,34.5
3300006104-bin.48,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8137;s__,90.44,0.26,2137351,236,34.6
3300006104-bin.86,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__BSSC1;s__,75.49,0.74,2675758,468,39.6
3300006124-bin.14,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA1930;s__,94.8,0.74,3652908,288,34.7
3300006107-bin.22,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA1930;s__,96.06,1.25,3874599,390,34
3300006101-bin.8,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,82.21,1.74,4168211,681,45.5
3300006109-bin.14,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Taibaiella_B;s__,75.31,2.13,4375362,754,42.2
3300006104-bin.33,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__,90.05,2.31,2315064,340,44.3
3300004806-bin.31,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__,91.9,1.1,2301242,303,46.2
3300006109-bin.1,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__,95.63,1.1,2681270,177,45.9
3300006120-bin.2,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__,94.26,1.1,2478419,250,46
3300006104-bin.53,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__,83.52,2.75,1963501,285,45.8
3300006111-bin.10,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__,97.39,1.65,2611305,197,46
3300006072-bin.19,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__,99.31,1.92,2833455,138,45.9
3300004806-bin.2,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__,91.56,1.37,2149629,240,45.8
